Full_Name,First_Name,Last_Name,DOB,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2
"Shiridi Sai Degree College, Srikakulam",,,,,,,
Shirpur Education Society's,,,,,,,
Shirpur Education Society's Smt HRPatel Arts Ma,,,,,,,
Shirpur Education Society?S Smt. H.R.Patel Arts Ma,,,,,,,
Shirpur Education Societys H.R. Patel Arts,,,,,,,
Shishu Ananta Mahavidyalaya,,,,,,,
Shitrikamji Bhai Chatwani Arts J V Gokal Trust Commerce College,,,,,,,
Shiv Adarsh Mahavidyalaya,,,,,,,
Shiv Arvind Mahila College,,,,,,,
Shiv College Education,,,,,,,
Shiv Harsh Kisan P.G. College,,,,,,,
Shiv Lok Sadhana Kaksha Degree College,,,,,,,
Shiv Mandir Chhuttan Lal Kaka Girls Degree College,,,,,,,
Shiv Prasad Sadanand Jaiswal Arts & Commerce College,,,,,,,
Shiv Prasad Sanskrit Degree College,,,,,,,
Shiv Shankar Chaturvedi Mahavidyalaya,,,,,,,
Shiv Shanker Singh Ram Singh Mahavidyalaya,,,,,,,
Shiva Degree College,,,,,,,
Shiva Krishna College,,,,,,,
Shivaji Arts & Commerce College,,,,,,,
Shivaji College,,,,,,,
Shivaji College of Arts Commerce & Science,,,,,,,
Shivaji College Of Education,,,,,,,
Shivaji Law College,,,,,,,
Shivaji Mahavidyalaya,,,,,,,
Shivanand College,,,,,,,
Shivani Arts & Science Degree College,,,,,,,
Shivani Degree College,,,,,,,
"Shivani Degree College, Mankammathota",,,,,,,
Shivani Womens Degree College,,,,,,,
Shivapati Degree College,,,,,,,
Shivjagruti Senior College,,,,,,,
Shivneri Mahavidyalaya,,,,,,,
Shivraj College Of Arts & Commerce And D.S.Kadam Science College,,,,,,,
Shivraj College of Arts & Commerce and DSKadam Science College,,,,,,,
Shivraj Smarak Mahavidyalaya,,,,,,,
Shivshakti Arts and Commerce College,,,,,,,
Shivvati Shivnandan Shukla Mahavidyalaya,,,,,,,
"Shobha College, Jami",,,,,,,
Shra Shiva Shahu Mahavidyalaya,,,,,,,
Shram Sadhana Bombay Trust's College of Engineering and Technology,,,,,,,
Shrama Shakti College,,,,,,,
Shramdham Arts Science & Commerce College,,,,,,,
Shramjivi Shikshan Prasark Mandal,,,,,,,
Shramjivi Shikshan Prasark Mandal Adarsh Mahavidyalaya,,,,,,,
Shravanthi Pg College,,,,,,,
Shree Ambaji Arts College,,,,,,,
Shree Bajrang Mahavidyalaya,,,,,,,
Shree Bankey Bihari Dental College & Research Centre,,,,,,,
Shree Bharat Sarasvati Mandir Sansad Shri Mahendra,,,,,,,
Shree Ganga Shardul Rajkiya Acharya Sanskrit College,,,,,,,
Shree Guru Gobind Singh Ji Government College,,,,,,,
Shree Jagveer Singh Chauhan Smrati Mahavidyalaya,,,,,,,
Shree Ji Baba Institute,,,,,,,
Shree Kongadiyappa First Grade College,,,,,,,
Shree Laxminarayan Ayurvedic College,,,,,,,
Shree M R Desai Sanjay Farm Arts Shree Ibrahimbai I Laher Kosad Commerce College,,,,,,,
Shree M.S.Chauhan Mahavidyalaya,,,,,,,
Shree Meghmani Parivar Shree Bhailalbhai A Patel Detrojwala Umiya Arts Com College For Girls,,,,,,,
Shree Narayana College,,,,,,,
Shree Neelkanta Vidhi Mahavidyalaya,,,,,,,
Shree Niranjana Swamy First Grade College,,,,,,,
Shree Pandharinath Arts and Commerce College,,,,,,,
Shree Ramakrishna Mahavidyalaya,,,,,,,
Shree Ramkrishna Mahavidyalaya,,,,,,,
Shree Rdhey P.G. College,,,,,,,
Shree Sahajanand Vanijya Mahavidyalaya,,,,,,,
Shree Sarvajanik College Education,,,,,,,
Shree V M Sakariya Mahila Arts College,,,,,,,
Shree Veereshwar Arts College,,,,,,,
Shri Acharya Tulsi Amrit Mahavidyalaya,,,,,,,
Shri Adarsh Hindi Sanskrit College,,,,,,,
Shri Adarsh Ramanand Sanskrit College,,,,,,,
Shri Adarsh Sanskrit College,,,,,,,
Shri Agrasen Girls Degree College,,,,,,,
Shri Agrasen Mahavidyalya,,,,,,,
Shri Akshaibar Singh Memorial Mahavidyalaya,,,,,,,
Shri Anand College Of Science,,,,,,,
Shri Anandaneshwar Arts Science And Commerce College,,,,,,,
Shri Aravindar Arts And Science College,,,,,,,
Shri Asaramji Bhandwaldar Arts Commerce And Science College,,,,,,,
Shri Ayurveda Mahavidyalaya,,,,,,,
Shri B.M. Kankanawadi Ayurved Mahavidyalaya,,,,,,,
Shri B.S.D.P. Mahavidyalaya,,,,,,,
Shri B.Sham Sunder Memorial College Of Physical Education,,,,,,,
Shri Babasaheb Dhabekar Arts & Commerce College,,,,,,,
Shri Babu Singh Degree College,,,,,,,
Shri Bajrang Degree College,,,,,,,
Shri Bajrang Teachers'Training College,,,,,,,
Shri Bajrangi Mahavidyalaya,,,,,,,
Shri Balaji Degree College,,,,,,,
Shri Baldeo Singh Bhalesultan Mahavidyalaya,,,,,,,
Shri Bhagwan PG College,,,,,,,
Shri Bhagwan Shiv Mahavidyalaya,,,,,,,
Shri Bhavnand Sanskrit College,,,,,,,
Shri Bhawani Niketan Mahila College,,,,,,,
Shri Birla Acharya Sanskrit College,,,,,,,
Shri C P Degree College Physical Education,,,,,,,
Shri C.V. Shah Law College,,,,,,,
Shri Chandra Prabhu Jain College,,,,,,,
Shri Channabasaveshwar Arts Science & Commerce College,,,,,,,
Shri Chatrapati Shivaji Shikshan Mandals College,,,,,,,
Shri Chetnas Hazarimal Somani College Of Art Commerce & Economics,,,,,,,
Shri Chinai College Of Commerce And Economics,,,,,,,
Shri Chunibai Nagjibhai Patel Fertikuiwala Arts Dabhoi N Science Colle,,,,,,,
Shri Cloth Market Vanijya Mahavidyalaya,,,,,,,
Shri Dadasaheb Rajale Sarnaths Arts Sc. College,,,,,,,
Shri Dadu Acharya Sanskrit College,,,,,,,
Shri Darshan Mahavidyalaya,,,,,,,
Shri Dayanand Mahavidyalaya,,,,,,,
Shri Dharmasthala Manjunath Eshwara College Of Business Management,,,,,,,
Shri Digamber Jain Acharya Sanskrit College,,,,,,,
Shri Dnyanesh Mahavidyalaya,,,,,,,
Shri Dnyaneshwar College,,,,,,,
Shri Dnyaneshwar Maskuji Burungale College of Science & Arts,,,,,,,
Shri Draunacharya Degree College,,,,,,,
Shri Durga Prasad Sarraf College,,,,,,,
Shri Durgaji Sanskrit Mahavidyalaya,,,,,,,
Shri Dwarkadhish Sanskrit Academy And Indological Research Institute,,,,,,,
Shri Gadge Maharaj Mahavidyalaya,,,,,,,
Shri Gandhi Degree (PG) College,,,,,,,
Shri Gandhi Smarak Degree College,,,,,,,
Shri Gauri Shankar Sanskrit College,,,,,,,
Shri Gopalji Mahavidyalaya,,,,,,,
Shri Goverdhan Sanskrit College,,,,,,,
Shri Govind Degree College,,,,,,,
Shri Gulab Singh Mahavidyalaya,,,,,,,
Shri Guru Angad Dev College,,,,,,,
Shri Guru Buddhisswami Mahavidyalay,,,,,,,
Shri Guru Nanak Kanya Mahavidyalaya,,,,,,,
Shri Guru Ram Rai Post Graduate College,,,,,,,
Shri Guru Teg Bahadur Khalsa College,,,,,,,
Shri H K Commerce College,,,,,,,
Shri H S Shah College Commerce,,,,,,,
Shri Hari Mahavidyalaya,,,,,,,
Shri Harishankar Mahavidyalaya,,,,,,,
Shri Havagi Swami College,,,,,,,
Shri Hazari Lal Mahavidyalaya Paharapur (Khalgaon),,,,,,,
Shri Hoti Singh Mahendra Singh Adarsh Kanya Mahavidyalaya,,,,,,,
Shri I V Patel College Commerce,,,,,,,
Shri J M Patel Arts Smt M N Patel Mahila Commerce College,,,,,,,
Shri J.C.Shekhara Bharati Memorial College,,,,,,,
Shri J.S. Patil Munghate Arts And Commerce College,,,,,,,
Shri Jagadguru Fakkireshwar Government First Grade College,,,,,,,
Shri Jagadguru Fakkireshwar Government First Grade,,,,,,,
Shri Jagadguru Tontadarya Vidyapeetha's Basaveshwar Arts & Commerce College,,,,,,,
Shri Jagath Narayan Sanskrit College,,,,,,,
Shri Jain College Of Arts & Commerce,,,,,,,
Shri Jain PG College,,,,,,,
Shri Jain Teachers' Training College,,,,,,,
Shri Jain Terapanth College,,,,,,,
Shri Jankiraman Mahavidyalaya,,,,,,,
Shri Jayantilal Hirachand Sanghvi Gujarati Innovative College of Commerce & Science,,,,,,,
Shri Jayendrapuri Arts Science College,,,,,,,
Shri K S Arts V M Parekh Commerce College,,,,,,,
Shri Kalyan College,,,,,,,
Shri Kamal Nath Singh Mahavidyalaya,,,,,,,
Shri Kameshwar Sanskrit Mahavidyalaya,,,,,,,
Shri Kanyakubja Sanskrit Mahavidyalaya,,,,,,,
Shri Khandelwal Vaish Girls College,,,,,,,
Shri Kishandas Kikani Arts Commerce College,,,,,,,
Shri Krishan Ayu Sanskrit College,,,,,,,
Shri Krishana Mahavidyalaya,,,,,,,
Shri Krishna Ambedkar Mahavidalaya Madhuban,,,,,,,
Shri Krishna Mahavidyalaya,,,,,,,
Shri Krishna Mahila Degree College,,,,,,,
Shri Krishna Sangeet College,,,,,,,
Shri Krishnadas Jajoo Gramin Seva Mahavidyalaya,,,,,,,
Shri Kund Kund Jain Degree College,,,,,,,
Shri Lal Bahadur Shastri Arya Mahila Collge,,,,,,,
Shri Lal Bahadur Shastri Mahavidyalaya,,,,,,,
Shri Lallan Ji Bramhachari Mahavidyalaya,,,,,,,
Shri Lemdeo Patil Arts & Commerce College,,,,,,,
Shri M N Shukla Education College,,,,,,,
Shri M V Smt N V Virani Science College,,,,,,,
Shri M. Shivacharya First Grade College,,,,,,,
Shri M.D. Shah Mahila College,,,,,,,
Shri M.L.V. Govt. College,,,,,,,
Shri M.S. Chauhan Mahavidyalaya,,,,,,,
Shri Madhavrao Patil Mahavidyalaya,,,,,,,
Shri MADHYA PRADESH Shah Municipal Commerce Colle,,,,,,,
Shri Madrambapuri First Gr. College Of Arts & Comm,,,,,,,
Shri Maharaja Rajendrasinghji College Arts Science,,,,,,,
Shri Mahatma Basweshwar Mahavidyalaya,,,,,,,
Shri Mahaveer Mahavidyalaya,,,,,,,
Shri Mahavir Sanskrit College,,,,,,,
Shri Mahendra Das College,,,,,,,
Shri Mahesh Prasad Degree College,,,,,,,
Shri Mahesh Teachers College,,,,,,,
Shri Mahila Arts Commerce College,,,,,,,
Shri Malkhan Singh Mahavidyalaya,,,,,,,
Shri Ram College,,,,,,,
Shri Ram College Commerce,,,,,,,
Shri Ram Girls College,,,,,,,
Shri Ram Murti Smarak College Of Engineering & Technology,,,,,,,
Shri Rama Kishna Missions Vidyalaya Mamthi College Of Physical Edu Rama Kishna Vidyalaya,,,,,,,
Shri Rama Krishna B.T. College,,,,,,,
Shri Rambhapuri Jagadguru Veeragangadhar Arts & Co,,,,,,,
Shri Ramdas Mahavidyalaya,,,,,,,
Shri Ramnuj Sanskrit Mahavidyalaya,,,,,,,
Shri Ramprakash Porwal Mahavidyalaya,,,,,,,
Shri Raojibhai Gokalbhai Patel Gujarati Professional Institute,,,,,,,
Shri RAPSM Shree JV Arts College & Shree MCPatel Commerce College,,,,,,,
Shri Ratanshi Purushottam Anand College Education,,,,,,,
Shri Rishikul Brahmachary Ashram Sanskrit College,,,,,,,
Shri Rudra Adhyatma Sanskrit,,,,,,,
Shri S. Ramaswamy Naidu Memorial College,,,,,,,
Shri S.I. Patil Arts G.B.Patel Science And Stkvs Commerce College,,,,,,,
Shri Sacha Adhyatam Sanskrit College,,,,,,,
Shri Sahajanand Arts and Commerce College,,,,,,,
Shri Samarath Arts & Commerce College,,,,,,,
Shri Sampatrao Mane Arts & Commerce Mahavidyalaya,,,,,,,
Shri Sanatan Dharam Sanskrit College,,,,,,,
Shri Sangidass Bal Krishan Government College,,,,,,,
Shri Sant Damaji Mahavidyalaya,,,,,,,
Shri Sant Gadge Baba Hindi Mahavidyalaya,,,,,,,
Shri Sant Gadgebaba Hindi Mahavidyalaya,,,,,,,
Shri Sant Janabai Education Society Arts Commerce & Science College,,,,,,,
Shri Sanwaliaji Government College,,,,,,,
Shri Saraswati Gurukul Vidyapith,,,,,,,
Shri Sardar Singh Smarak Mahavidyalaya,,,,,,,
Shri Sarman Munja Jadeja Arts Commerce College,,,,,,,
Shri Sarvajnik Education College,,,,,,,
Shri Satsai College For Women,,,,,,,
Shri Satyasai ArtsScience & Commerc College,,,,,,,
Shri Shahaji Chh. Mahavidyalaya,,,,,,,
Shri Shahdev Podhariya Ambedkar Mahavidyalaya,,,,,,,
Shri Shahu Mandir Mahavidyalaya,,,,,,,
Shri Shakti Degree College,,,,,,,
Shri Shantaveer Arts College,,,,,,,
Shri Sharanabasaveshwar College Of Commerce,,,,,,,
Shri Sharanbasaveshwar College Of Arts,,,,,,,
Shri Shardapeeth College Education,,,,,,,
Shri Shashtrarth College,,,,,,,
Shri Shiv Chhatrapati College,,,,,,,
Shri Shiv Mahavidyalaya,,,,,,,
Shri Shivabasara Swamiji Naggnnur Arts And Commerce College,,,,,,,
Shri Shivaji Agricultural College,,,,,,,
Shri Shivaji Arts & Commerce College,,,,,,,
Shri Shivaji College,,,,,,,
Shri Shivaji College Of Arts & Science,,,,,,,
Shri Shivaji College Of Arts Science& Commerce,,,,,,,
Shri Shivaji College Of Artsscience & Commerce College,,,,,,,
Shri Shivaji College Of Education,,,,,,,
Shri Shivaji College Of Science,,,,,,,
Shri Shivaji Mafat Education Societys,,,,,,,
Shri Shivaji Mafat Education Societys Shri Sant,,,,,,,
Shri Shivaji Mahavidyalaya,,,,,,,
Shri Shivaji Science College,,,,,,,
Shri Shivaji Vidya Prasarak Sansthas Late S.D. Patil Alias Baburao Dada Arts M.D. Shidsode Science Colleg,,,,,,,
Shri Shivaji Vidya Prasarak Sansthas Late S.D. Patil Alias Baburao Dada Arts M.D. Shidsode Science College,,,,,,,
Shri Shivayogi Murughendra Swamiji Arts Science And Commerce College,,,,,,,
Shri Shivsankat Haran Adarsh Sanskrit College,,,,,,,
Shri Shyam Sundar Degree College,,,,,,,
Shri Siddarameshwar Degree College,,,,,,,
Shri Siddheshwar Mahavidyalaya,,,,,,,
Shri Smt P K Kotawala Arts College,,,,,,,
Shri Somalal Kasturdas Shah And Shri Krishna O M Arts College,,,,,,,
Shri Surat Jilla Sahkari Bank Commerce College,,,,,,,
Shri Suryanarayan Smarak Sanskrit Mahavidyalaya,,,,,,,
Shri Swami Vivekanand Education Societys College Of Education,,,,,,,
Shri Swaminarayanan Arts College,,,,,,,
Shri Teekamani Sanskrit College,,,,,,,
Shri Thakur Ji Maharaj Mahavidyalaya,,,,,,,
Shri Thakurji Maharaj Mahavidyalaya,,,,,,,
Shri Tridandidev Sanskrit College,,,,,,,
Shri U K Vachhani Mahila Arts College,,,,,,,
Shri Umedram Panchal Arts Smt Maniben G P Science V L Shah Commerce College,,,,,,,
Shri V M Mehta Municipal Arts Commerce College,,,,,,,
Shri Vaishnav College of Commerce,,,,,,,
Shri Vaishno Devi College Education,,,,,,,
Shri Vankatesh Kala Vanijya Mahavidyalaya,,,,,,,
Shri Vanraj Arts and Commerce College,,,,,,,
Shri Vasantrao Naik Arts & Commerce College,,,,,,,
Shri Vasavi College,,,,,,,
Shri Vedamu Vedic Vidyapith,,,,,,,
Shri Venkatesh Mahavidyalaya,,,,,,,
Shri Vidya Vikas Mandals Shri Sant Damaji Mahavidy,,,,,,,
Shri Vijay Mahantesh Vidyavardhak Sanghas College,,,,,,,
Shri Vijaysinha Yadav Arts & Science College,,,,,,,
Shri Vileshwar Sanskrit College,,,,,,,
Shri. Sharanabasaveshwar Science College,,,,,,,
Shri. Sharda College,,,,,,,
Shriman Bhausaheb Zadbuke Mahavidyalaya,,,,,,,
Shrimati Genda Devi Mahavidyalaya,,,,,,,
Shrimati Indira Gandhi Government Degree College,,,,,,,
Shrimati Savitarani Naryandas Jawandhiya Mahavidy,,,,,,,
Shrinath Sanskrit College,,,,,,,
Shripatrao Chougule Arts & Commerce College,,,,,,,
Shripatrao Kadam Mahavidyalaya,,,,,,,
Shriram Sanskrit College,,,,,,,
Shukdeo Mahto Janta Mahavidyalaya,,,,,,,
Shunmuga Industries Arts And Science College,,,,,,,
Shyam Lal College,,,,,,,
Shyam Lal College (Evening),,,,,,,
Shyam Lal Sarawati Mahavidyalaya,,,,,,,
Shyam Nandan Sahay College,,,,,,,
Shyam Tara Mahila Mahavidyalaya,,,,,,,
Shyama Prasad Mukherjee College,,,,,,,
Shyama Prasad Singh Mahila College,,,,,,,
Shyameshwar Degree College,,,,,,,
Shyamlal Pandviya Government College,,,,,,,
Sibsagar College,,,,,,,
Sibsagar Commerce College,,,,,,,
Sibsagar Girls College,,,,,,,
Siddardha College Of Computer Science,,,,,,,
Siddarth Arts Commerce & Science College,,,,,,,
"Siddartha Degree College, Bhupalpally",,,,,,,
Siddartha Inst. Of Higher Learning,,,,,,,
Siddartha Inst. Of Hotel Management And Catering Technology,,,,,,,
Siddha Narayan Ramharsh Degree College,,,,,,,
Siddharatha Institute Of Technology,,,,,,,
Siddhardha Degree College,,,,,,,
Siddharth College Of Arts Science And Commerce,,,,,,,
Siddharth College Of Commerce And Economics,,,,,,,
"Siddharth Degree College, Pydiparru",,,,,,,
Siddharth Government College,,,,,,,
Siddharth Institute Of Pg Studies,,,,,,,
Siddhartha College Garuda Campus,,,,,,,
Siddhartha Degree College,,,,,,,
Siddhartha Degree College For Women,,,,,,,
"Siddhartha Degree College For Women, Hyderabad",,,,,,,
"Siddhartha Degree College, Hyderabad",,,,,,,
"Siddhartha Degree College, Kamareddy",,,,,,,
"Siddhartha Degree College, Nalgonda",,,,,,,
"Siddhartha Degree College, Rangareddy",,,,,,,
"Siddhartha Degree College, Tuni",,,,,,,
Siddhartha Law College,,,,,,,
Siddique Ahmed Degree College,,,,,,,
Sidheswar College Of Science & Technology,,,,,,,
Sidheswari Laxminath Sanskrit College,,,,,,,
Sikh National College,,,,,,,
Sikkim Institute Of Higher Nyingma Studies,,,,,,,
Silapathar Commerce College,,,,,,,
Silapathar Science College,,,,,,,
Silapathar Town College,,,,,,,
Silapather College,,,,,,,
Silda Chandrasekhar College,,,,,,,
Sir Dr. Rao Bahaddur Raghupathi Venkata Ratnam Naidu Eductional Academy Mahila Degree College,,,,,,,
Sir J.J. College Of Architecture,,,,,,,
Sir K P College Commerce,,,,,,,
Sir M.U.Degree College,,,,,,,
Sir M.V. Government Arts & Commerce College,,,,,,,
Sir M.V. Government Science College,,,,,,,
Sir Newtons Degree College For Women,,,,,,,
Sir P P Institute Science,,,,,,,
Sir P T Science College,,,,,,,
Sir Parashurambhu College,,,,,,,
Sir Sayyed College of Arts Commerce & Science,,,,,,,
Sir Syed College,,,,,,,
Sir Syed Institute For Technical Studies,,,,,,,
Sir Theagaraya College,,,,,,,
Sir V.T. College Of Home Science,,,,,,,
Sir. H.S. Gour Mahavidyalaya,,,,,,,
Sirigi Reddy Chandra Shekar Reddy Memorial College,,,,,,,
Siriki Institute Of Technology,,,,,,,
Sirpur Kagaznagar Employees' Degree College,,,,,,,
Sita Ram Modi Government Sanskrit College,,,,,,,
Sita Ram Singh Ramananad Singh Smarak Mahavidyalay,,,,,,,
Sita Subaraju Memorial College,,,,,,,
Sitabai Arts College,,,,,,,
Sitananda College,,,,,,,
Sitapur Shiksha Sansthan,,,,,,,
Sitaram Samarpan Mahavidyalaya,,,,,,,
Sitarama Degree College,,,,,,,
Site Devi Girls Mahavidyalaya,,,,,,,
Siva Sivani Degree College,,,,,,,
Sivananda Sharma Memorial R.V.Ist Grade Coll,,,,,,,
Sivanath Sastri College,,,,,,,
Sivanthi Adithanar College,,,,,,,
Sjavs K.R. Balad Arts And Commerce College,,,,,,,
SJMVS'S Arts And Commerce College,,,,,,,
Sjmvss Arts And Commerce College,,,,,,,
SK Roy College,,,,,,,
SKNR GovtArts & Science College,,,,,,,
SKR & SKR Govt College for Women,,,,,,,
SLJB PG College,,,,,,,
SM Government Women's College,,,,,,,
Smarat Ashok Techonogical Institute,,,,,,,
SMBTAV & SN Degree College,,,,,,,
Smt A S Chaudhary Mahila Arts Home Science Coll,,,,,,,
Smt Addepalli Mahalaxmi Devi College Of Education For Women,,,,,,,
Smt Andhra Pradesh Patel Arts Late N P Patel College,,,,,,,
Smt B C Jalundhwala College Education,,,,,,,
Smt Bijivemula Veera Reddy Degree College,,,,,,,
Smt C C Mahila Arts Sheth C N Commerce College,,,,,,,
Smt C D J Rofel Arts And J S R A Rofel Commerce Colleg,,,,,,,
Smt C R Gardi Arts College,,,,,,,
Smt CP Choksi Arts and Shree PL Choksi Commerce College,,,,,,,
Smt G J Sheth Commerce College,,,,,,,
Smt G S College,,,,,,,
Smt H B Jasani Arts And N K Jasanicommerce College,,,,,,,
Smt Harshaben Chhaganbhai Patel Kandari Arts Commerce College,,,,,,,
Smt Heerabai Adiveppa Nandi Arts College,,,,,,,
Smt J A Patel Mahila Arts Commerce And Home Science College,,,,,,,
Smt J C Dhanak Arts and Commerce College,,,,,,,
Smt J J Kundalia Arts And Commerce College,,,,,,,
Smt J J Kundalia Commerce College,,,,,,,
Smt J P Shroff Arts College,,,,,,,
Smt K S N Kansagra Mahila College,,,,,,,
Smt Kandukuri Rajyalakshmi College For Women,,,,,,,
Smt Kasturbabai Walchand College of Arts and Science,,,,,,,
Smt M C Desai Arts And Commerce College,,,,,,,
Smt M M Shah College Education,,,,,,,
Smt M N K Dalal Education College For Women,,,,,,,
Smt M T Dhamsania Commerce College,,,,,,,
Smt Manglaben Chunilal Desai Arts Commerce College,,,,,,,
Smt N C Gandhi B V Gandhi Mahila Arts Commerce College,,,,,,,
Smt N P S Government College For Women,,,,,,,
Smt Parvatibai Chowgule Cultural Foundations College Arts,,,,,,,
Smt Parvatiben Puranchand Patil Arts College,,,,,,,
Smt R D Shah Arts College And Smt V D Shah Commerce College,,,,,,,
Smt R M Prajapati Arts College,,,,,,,
Smt R P Bhalodia Mahila Arts And Commerce Home Science Colleg,,,,,,,
Smt R P Chauhan Arts Smt J K Shah Shri K D Shah Commerce College Vyara,,,,,,,
Smt R R Patel Mahila Arts And Commerce College,,,,,,,
Smt R S Patel College Physical Education,,,,,,,
Smt Rasilaben Ranchhodbhai Haribhai Patel Mahila Arts College,,,,,,,
Smt S H Gardi Arts Smt C R Gardi Commerce Coll,,,,,,,
Smt S I Patel Ipcowala College Education,,,,,,,
Smt S I Patel Ipcowala Petlad Commerce College,,,,,,,
Smt S M Panchal Science College,,,,,,,
Smt S R Mehta Arts College,,,,,,,
Smt Sabitaben Chunibhai Patel F K Commerce College,,,,,,,
Smt Sadguna C U Arts College For Girls,,,,,,,
Smt Sadguru C U Shah Mahila Home Science-arts Commerce College,,,,,,,
Smt Sushilaben Ramniklal Mehta Arts College,,,,,,,
Smt Taraben Sunderlal Raichand Commerce College,,,,,,,
Smt Ullasben Gordhandas College Education,,,,,,,
Smt V D Ghelani Mahila College,,,,,,,
Smt V P Kapadia Mahila Arts College,,,,,,,
Smt. A. Shyamala Devi Degree College For Women,,,,,,,
Smt. Ahalyabai Appangonda Patil College College Of Arts & Commerce For Women,,,,,,,
Smt. Akkatai Ramgonda Patil Kanya Mahavidyalaya,,,,,,,
Smt. Allum Sumangalamma Memorial College For Women,,,,,,,
Smt. Alluru Varahalamma Memorial Degree College,,,,,,,
